1049500849947467778,2018-10-09 03:24:36,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 24. have a nice day! #otoslotto',0,0
1049493017650913280,2018-10-09 02:53:28,"b'RT @ORCLCitizenship: Week two begins! With support from #OracleVolunteer coaches, @dTechHS students practice their #designthinking and #pro\xe2\x80\xa6'",0,7
1049492311112077312,2018-10-09 02:50:40,"b'Y por cierto, Twitter. Guess who is back?\n#cosasbuenas #HereWeGo  #helloworld'",0,0
1049487755502383111,2018-10-09 02:32:34,"b'LIGHTS, CAMERA, ACTION: HELLOWORLD the TV show airs to thousands of Aussies https://t.co/k7S6NEybOu @helloworldau\xe2\x80\xa6 https://t.co/OBFSfT69iK'",0,0
1049478612460552192,2018-10-09 01:56:14,"b'#HelloWorld @Google Needs Help: Merging These Results""!""\n:\nhttps://t.co/VPrglGdV6n\n:\nhttps://t.co/zMMif6NleH\n:\xe2\x80\xa6 https://t.co/OxxeaWGagz'",0,0
1049477702556811264,2018-10-09 01:52:37,"b""I made a twitter because I'm sad and wanted to shout into the void #helloworld""",0,0
1049477464093650944,2018-10-09 01:51:40,b'RT @CustomDeal: Go everywere you can! Go beyond that. Explore. Find the best in every journey. Travel is all about that! \xf0\x9f\x92\x99\n\n#travel #explor\xe2\x80\xa6',0,6
1049470650128261125,2018-10-09 01:24:35,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 41. have a nice day! #otoslotto',0,0
1049455550164021248,2018-10-09 00:24:35,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 56. have a nice day! #otoslotto',0,0
1049440450380267520,2018-10-08 23:24:35,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 66. have a nice day! #otoslotto',0,0
1049421317487898624,2018-10-08 22:08:34,"b'RT @ORCLCitizenship: Week two begins! With support from #OracleVolunteer coaches, @dTechHS students practice their #designthinking and #pro\xe2\x80\xa6'",0,7
1049418032697634816,2018-10-08 21:55:30,"b'Week two begins! With support from #OracleVolunteer coaches, @dTechHS students practice their #designthinking and\xe2\x80\xa6 https://t.co/zCnxxzfXFz'",14,7
1049410522007916545,2018-10-08 21:25:40,b'RT @WEARAllenStrum: This little one and I are ready to bust out of the hospital and say hello to the world. Do we look alike? \n#AllenStrum1\xe2\x80\xa6',0,9
1049410250728726530,2018-10-08 21:24:35,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 73. have a nice day! #otoslotto',0,0
1049403014728040451,2018-10-08 20:55:50,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 28. have a nice day! #otoslotto',0,0
1049389103890993153,2018-10-08 20:00:33,b'#HelloWorld after a wonderful weekend - start this week of right by registering for your #ConnectCentral2018 ticket\xe2\x80\xa6 https://t.co/CQgPZo0kSr',0,1
1049384694616350721,2018-10-08 19:43:02,"b""#HelloWorld Rebooted \nFor the currently ongoing #Hacktoberfest, I decided let's make newcomer's do it themselves. C\xe2\x80\xa6 https://t.co/wT6OKmjn64""",0,0
1049372814959149058,2018-10-08 18:55:50,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 30. have a nice day! #otoslotto',0,0
1049369268796706816,2018-10-08 18:41:44,b'#trumptowers #helloworld #dudamageproductionshonnn @sonyelectronics #loveonesmanagement #blankershipfisheries\xe2\x80\xa6 https://t.co/tW5bQcrL6Q',0,0
1049362452901769223,2018-10-08 18:14:39,"b'It arrived ""Hello World"" How to be a human in the Age of the Machine by @FryRsquared. I get to read it first \xf0\x9f\x98\x89 then\xe2\x80\xa6 https://t.co/P8pJgAxaou'",1,0
1049357715175346180,2018-10-08 17:55:50,b'#helloworld from twitbotcoolslash. your random numbe between 1-95 is : 68. have a nice day! #otoslotto',0,0
1049355588008927232,2018-10-08 17:47:22,b'RT @AnnaDumas: Not gonna lie I just want to tweet something bc it\xe2\x80\x99s been so long #helloworld',0,2
1049350454570835970,2018-10-08 17:26:59,b'RT @AnnaDumas: Not gonna lie I just want to tweet something bc it\xe2\x80\x99s been so long #helloworld',0,2
1049347854790217728,2018-10-08 17:16:39,b'Not gonna lie I just want to tweet something bc it\xe2\x80\x99s been so long #helloworld',6,2
